"condition1","condition2","t_statistic","df","p_value","mean_cond1","mean_cond2","method"
"14A10","14E11",2.32585455328391,1.9586133112999,0.148209504862001,31122.5,7584.5,"Welch Two Sample t-test"
"14A10","14F02",0.150334307719474,1.29280787427265,0.900507384253276,31122.5,29888,"Welch Two Sample t-test"
"14A10","14F03",-1.42628125514174,1.70681924766473,0.309292564156211,31122.5,51310,"Welch Two Sample t-test"
"14A10","14F04",-0.672309310148588,1.40859483975151,0.594543197396791,31122.5,43395,"Welch Two Sample t-test"
"14A10","14F05",0.98580858705332,1.96192414434668,0.429870732173895,31122.5,21119.5,"Welch Two Sample t-test"
"14A10","14F06",-0.297423233629357,1.87071877798964,0.795891583136845,31122.5,33989,"Welch Two Sample t-test"
"14A10","14F07",1.46931536406442,1.96680436011486,0.281495356069314,31122.5,16151.5,"Welch Two Sample t-test"
"14A10","14F08",1.0733268064486,1.55213419892733,0.421816219959008,31122.5,14035,"Welch Two Sample t-test"
"14A10","14F09",-2.39074488286099,1.19909018170117,0.217608233476201,31122.5,50330.5,"Welch Two Sample t-test"
"14A10","14F10",0.676312438894666,1.05435357911884,0.616647488595635,31122.5,25873,"Welch Two Sample t-test"
"14A10","14F11",-0.251260179067232,1.31324680893793,0.835203790209423,31122.5,36294.5,"Welch Two Sample t-test"
"14A10","14G02",1.01039719877295,1.00743652973743,0.49571967949531,31122.5,23370,"Welch Two Sample t-test"
"14A10","14G03",0.233740097389249,1.62106094954448,0.841295949070067,31122.5,29044,"Welch Two Sample t-test"
"14A10","14G04",-1.47334229258633,1.94706664747602,0.281757625622492,31122.5,45907.5,"Welch Two Sample t-test"
"14A10","14G05",0.0981274006113057,1.48408632040452,0.933410612587877,31122.5,29463.5,"Welch Two Sample t-test"
"14A10","14G06",-0.174697222637425,1.22199328584221,0.885738253787514,31122.5,35331.5,"Welch Two Sample t-test"
"14A10","14G07",2.18597436461297,1.9994365701675,0.160423530090946,31122.5,7643,"Welch Two Sample t-test"
"14A10","14G08",0.285561572426567,1.99985716173768,0.802073887369845,31122.5,28016.5,"Welch Two Sample t-test"
"14A10","14G09",0.848484023234312,1.89370912092941,0.489811999710081,31122.5,20602.5,"Welch Two Sample t-test"
"14A10","14G10",3.65475160295838,1.14798643670271,0.144249361860113,31122.5,2110,"Welch Two Sample t-test"
"14A10","14G11",3.54810891702034,1.07086437248224,0.161698084649746,31122.5,3471.5,"Welch Two Sample t-test"
"14A10","14H02",3.00893180910467,1.00470606361867,0.203324287028084,31122.5,8051.5,"Welch Two Sample t-test"
"14A10","14H03",0.92445488400223,1.63952629555817,0.470644667957709,31122.5,17383.5,"Welch Two Sample t-test"
"14A10","14H04",0.825903604360106,1.79337698234297,0.504189749862276,31122.5,20116.5,"Welch Two Sample t-test"
"14A10","14H05",-0.365386313545254,1.44840852696186,0.761050204604152,31122.5,37518,"Welch Two Sample t-test"
"14A10","14H06",2.45646067356591,1.07224300070941,0.232395184043667,31122.5,11972.5,"Welch Two Sample t-test"
"14A10","14H07",0.340151960618285,1.30835063569624,0.780263305785391,31122.5,24070.5,"Welch Two Sample t-test"
"14A10","14H08",-0.493211483651454,1.08210510728285,0.703229500734291,31122.5,50128.5,"Welch Two Sample t-test"
"14A10","14H09",3.97183925856084,1.00324527687814,0.156394819064082,31122.5,679.5,"Welch Two Sample t-test"
"14A10","14H10",0.756124788897525,1.39952795237306,0.556092860974165,31122.5,17179.5,"Welch Two Sample t-test"
"14A10","14H11",0.177506612509829,1.20365368953387,0.884238045751248,31122.5,26672,"Welch Two Sample t-test"
"14A11","MUT+DMSO",1.78500609299094,1.1046956966324,0.306849145219714,45661,20373,"Welch Two Sample t-test"
"14A11","14B02",0.817889162703146,1.48999391817586,0.523511481010566,45661,32966,"Welch Two Sample t-test"
"14A11","14B03",0.52682329530013,1.7970139254725,0.65605644398162,45661,36754.5,"Welch Two Sample t-test"
"14A11","14B04",1.39905871865065,1.21437778936825,0.363818196387588,45661,25307.5,"Welch Two Sample t-test"
"14A11","14B05",2.3662281624714,1.00997765412369,0.252574198235391,45661,12883,"Welch Two Sample t-test"
"14A11","14B06",0.823935089319539,1.72932347453875,0.508032591297594,45661,24950,"Welch Two Sample t-test"
"14A11","14B07",0.94683843441798,1.81341723381896,0.452335602650838,45661,23210.5,"Welch Two Sample t-test"
"14A11","14B08",1.77408619177171,1.64232778817873,0.244549396040333,45661,17034.5,"Welch Two Sample t-test"
"14A11","14B09",2.00568374823487,1.84959368510723,0.192989964439084,45661,11087.5,"Welch Two Sample t-test"
"14A11","14B10",2.62957925100208,1.19818549514159,0.196775158782209,45661,7550.5,"Welch Two Sample t-test"
"14A11","14B11",1.36605381234957,1.94778072481461,0.308273577514733,45661,16469.5,"Welch Two Sample t-test"
"14A11","14C02",1.76827452327224,1.97204443499188,0.220819571031295,45661,12996,"Welch Two Sample t-test"
"14A11","14C03",2.25665681106839,1.60314803076441,0.183183388194249,45661,9625,"Welch Two Sample t-test"
"14A11","14C04",1.52539009007003,1.99587675999623,0.266921920833074,45661,15151,"Welch Two Sample t-test"
"14A11","14C05",2.50725662262384,1.42366280561101,0.177469603003768,45661,7358,"Welch Two Sample t-test"
"14A11","14C06",1.88617570039089,1.73194127500479,0.219139074478493,45661,14436,"Welch Two Sample t-test"
"14A11","14C07",0.962422818208539,1.78856647173227,0.447479694955682,45661,22443.5,"Welch Two Sample t-test"
"14A11","14C08",2.8723352268715,1.18158289408802,0.181343872576583,45661,4194,"Welch Two Sample t-test"
"14A11","14C09",1.63557051248847,1.87868912649187,0.251420277775572,45661,17120.5,"Welch Two Sample t-test"
"14A11","14C10",1.75701284826239,1.94989601817988,0.224204429380691,45661,13786,"Welch Two Sample t-test"
"14A11","14C11",2.12935598948211,1.56848638821994,0.200901567082574,45661,11960,"Welch Two Sample t-test"
"14A11","14D02",1.27700829842608,1.24406735306191,0.389856997579989,45661,26954,"Welch Two Sample t-test"
"14A11","14D03",0.766488917401407,1.26606862558807,0.560494581734401,45661,34375,"Welch Two Sample t-test"
"14A11","14D04",2.02066370643432,1.56648612649582,0.214776377026402,45661,13696.5,"Welch Two Sample t-test"
"14A11","14D05",0.657353117788174,1.00713786356257,0.629157245706115,45661,36561.5,"Welch Two Sample t-test"
"14A11","14D06",1.69579549179154,1.44183062245601,0.277403619846907,45661,19642.5,"Welch Two Sample t-test"
"14A11","14D07",2.47226130704994,1.0158718799792,0.24155366762926,45661,11364,"Welch Two Sample t-test"
"14A11","14D08",1.75412576936334,1.87073643007587,0.230070937867271,45661,15158,"Welch Two Sample t-test"
"14A11","14D09",1.41699838407336,1.00090230994017,0.391084112812859,45661,26076.5,"Welch Two Sample t-test"
"14A11","14D10",-0.0359427700190115,1.82609446450955,0.974864745433996,45661,46275,"Welch Two Sample t-test"
"14A11","14D11",0.864371456682182,1.95634030032727,0.480238525659358,45661,27346.5,"Welch Two Sample t-test"
"14A11","14E02",1.6721650962746,1.85528382025559,0.245998455774258,45661,16770.5,"Welch Two Sample t-test"
"14A11","14E03",2.22333263771822,1.21007157840922,0.233097464772357,45661,13348.5,"Welch Two Sample t-test"
"14A11","14E04",1.91704701519566,1.00562787093815,0.305017160080956,45661,19134,"Welch Two Sample t-test"
"14A11","14E05",1.92906784998335,1.39145798083096,0.24592132823314,45661,16414,"Welch Two Sample t-test"
"14A11","14E06",1.53098203556044,1.00215423807675,0.367972970911185,45661,24494.5,"Welch Two Sample t-test"
"14A11","14E07",1.95762051445438,1.89767670597647,0.196210913464911,45661,11198.5,"Welch Two Sample t-test"
"14A11","14E08",1.6645577799162,1.14201650710787,0.320857201421946,45661,21853.5,"Welch Two Sample t-test"
"14A11","14E09",2.20847577143202,1.68990994899417,0.180701226080871,45661,9550.5,"Welch Two Sample t-test"
"14A11","14E10",1.07586023898512,1.16955733791724,0.455473025566581,45661,30173,"Welch Two Sample t-test"
"14A11","14E11",2.48541353437257,1.43553931296989,0.178051936258156,45661,7584.5,"Welch Two Sample t-test"
"14A11","14F02",1.11611086961511,1.09176682505021,0.452650316880124,45661,29888,"Welch Two Sample t-test"
"14A11","14F03",-0.309740755159513,1.95708297522576,0.786618227125006,45661,51310,"Welch Two Sample t-test"
"14A11","14F04",0.105026554609644,1.93746937161368,0.926211758193003,45661,43395,"Welch Two Sample t-test"
"14A11","14F05",1.60007327882238,1.44040456153447,0.295359977060973,45661,21119.5,"Welch Two Sample t-test"
"14A11","14F06",0.777837249759151,1.34742277580833,0.549882773432319,45661,33989,"Welch Two Sample t-test"
"14A11","14F07",1.92048886463192,1.44802070412946,0.240776213929026,45661,16151.5,"Welch Two Sample t-test"
"14A11","14F08",1.61027391730939,1.99979966990572,0.248644791328973,45661,14035,"Welch Two Sample t-test"
"14A11","14F09",-0.3328277341828,1.06171655742528,0.792928275035807,45661,50330.5,"Welch Two Sample t-test"
"14A11","14F10",1.42610042762128,1.016707674625,0.386519902739491,45661,25873,"Welch Two Sample t-test"
"14A11","14F11",0.397229700046171,1.82136824907319,0.732861885333323,45661,36294.5,"Welch Two Sample t-test"
"14A11","14G02",1.61226519532975,1.00228440348222,0.353023649952619,45661,23370,"Welch Two Sample t-test"
"14A11","14G03",1.14299090914549,1.21148744955544,0.430512388143354,45661,29044,"Welch Two Sample t-test"
"14A11","14G04",-0.016149241810487,1.42007316331103,0.989083760432782,45661,45907.5,"Welch Two Sample t-test"
"14A11","14G05",0.79213440822817,1.98508462993732,0.511853869471933,45661,29463.5,"Welch Two Sample t-test"
"14A11","14G06",0.386907228250855,1.64539601230049,0.743008975826727,45661,35331.5,"Welch Two Sample t-test"
"14A11","14G07",2.41583570232896,1.54591260313443,0.172762128828647,45661,7643,"Welch Two Sample t-test"
"14A11","14G08",1.11462262741278,1.56927420761827,0.40691067089585,45661,28016.5,"Welch Two Sample t-test"
"14A11","14G09",1.48171588451492,1.79800134155202,0.289657121549402,45661,20602.5,"Welch Two Sample t-test"
"14A11","14G10",3.11634727521954,1.0456866904115,0.188849534564382,45661,2110,"Welch Two Sample t-test"
"14A11","14G11",3.036725604666,1.02179313390906,0.198221653718918,45661,3471.5,"Welch Two Sample t-test"
"14A11","14H02",2.72079280688546,1.0014456295874,0.22393598223169,45661,8051.5,"Welch Two Sample t-test"
"14A11","14H03",1.50472795468976,1.98686092817085,0.27210324007802,45661,17383.5,"Welch Two Sample t-test"
"14A11","14H04",1.45114130710206,1.89753159395039,0.290108367084718,45661,20116.5,"Welch Two Sample t-test"
"14A11","14H05",0.388797766645355,1.96704308047336,0.735467370302934,45661,37518,"Welch Two Sample t-test"
"14A11","14H06",2.42458376134734,1.0222181037405,0.24466410801982,45661,11972.5,"Welch Two Sample t-test"
"14A11","14H07",0.910662001142253,1.81356456597684,0.466955847003369,45661,24070.5,"Welch Two Sample t-test"
"14A11","14H08",-0.111090409035761,1.26302254140857,0.926540230119372,45661,50128.5,"Welch Two Sample t-test"
"14A11","14H09",3.25447197258232,1.00099689598713,0.189585690668418,45661,679.5,"Welch Two Sample t-test"
"14A11","14H10",1.31052177752556,1.92925419477697,0.324328853874062,45661,17179.5,"Welch Two Sample t-test"
"14A11","14H11",0.688393681635458,1.60239077317346,0.577167739561776,45661,26672,"Welch Two Sample t-test"
"MUT+DMSO","14B02",-1.62916344714483,1.42520451394038,0.291381563231871,20373,32966,"Welch Two Sample t-test"
"MUT+DMSO","14B03",-1.60140896038831,1.21555362866736,0.321790659336744,20373,36754.5,"Welch Two Sample t-test"
"MUT+DMSO","14B04",-0.893923280643233,2.13375776081436,0.460558943862628,20373,25307.5,"Welch Two Sample t-test"
"MUT+DMSO","14B05",2.28800034697039,15.8120750428996,0.0362618036364979,20373,12883,"Welch Two Sample t-test"
"MUT+DMSO","14B06",-0.2155990397299,1.04474532791843,0.863640759496601,20373,24950,"Welch Two Sample t-test"
"MUT+DMSO","14B07",-0.145362093062213,1.05323954595862,0.907177915294051,20373,23210.5,"Welch Two Sample t-test"
"MUT+DMSO","14B08",0.375149201104268,1.29931940599066,0.759581362381313,20373,17034.5,"Welch Two Sample t-test"
"MUT+DMSO","14B09",0.862258881880884,1.19165229398853,0.52741781438229,20373,11087.5,"Welch Two Sample t-test"
"MUT+DMSO","14B10",2.38627224730516,2.24386014612164,0.125996528662892,20373,7550.5,"Welch Two Sample t-test"
"MUT+DMSO","14B11",0.235188932932251,1.07474741472086,0.850844724897557,20373,16469.5,"Welch Two Sample t-test"
"MUT+DMSO","14C02",0.583072815620753,1.13381949780367,0.654390828527803,20373,12996,"Welch Two Sample t-test"
"MUT+DMSO","14C03",1.25088502009677,1.32599149014932,0.387792067419392,20373,9625,"Welch Two Sample t-test"
"MUT+DMSO","14C04",0.352963221458867,1.09540125729691,0.779921232246304,20373,15151,"Welch Two Sample t-test"
"MUT+DMSO","14C05",1.80123766484974,1.50766741593905,0.252713381333484,20373,7358,"Welch Two Sample t-test"
"MUT+DMSO","14C06",0.61602393359549,1.24758661015995,0.631099912386859,20373,14436,"Welch Two Sample t-test"
"MUT+DMSO","14C07",-0.103422309047769,1.05051903111534,0.933769811827808,20373,22443.5,"Welch Two Sample t-test"
"MUT+DMSO","14C08",3.09963870645825,2.37958747040871,0.0722961196751701,20373,4194,"Welch Two Sample t-test"
"MUT+DMSO","14C09",0.292881510712823,1.17876996022732,0.812716908071825,20373,17120.5,"Welch Two Sample t-test"
"MUT+DMSO","14C10",0.541550691195978,1.14593273596578,0.674479727172016,20373,13786,"Welch Two Sample t-test"
"MUT+DMSO","14C11",1.01049511414341,1.35236861616541,0.459016522561149,20373,11960,"Welch Two Sample t-test"
"MUT+DMSO","14D02",-1.13834311677825,1.97331769170976,0.374319383136483,20373,26954,"Welch Two Sample t-test"
"MUT+DMSO","14D03",-2.34571013258798,1.87954130910364,0.151616340715657,20373,34375,"Welch Two Sample t-test"
"MUT+DMSO","14D04",0.803397685003493,1.35398274437817,0.538469582817944,20373,13696.5,"Welch Two Sample t-test"
"MUT+DMSO","14D05",-5.0089348047264,15.9979506948165,0.000128579726279126,20373,36561.5,"Welch Two Sample t-test"
"MUT+DMSO","14D06",0.0991948877312769,1.48257791923991,0.932700149364688,20373,19642.5,"Welch Two Sample t-test"
"MUT+DMSO","14D07",2.68248014814284,14.7044761011005,0.0172739565457582,20373,11364,"Welch Two Sample t-test"
"MUT+DMSO","14D08",0.473671961487757,1.18228531021691,0.708310307031598,20373,15158,"Welch Two Sample t-test"
"MUT+DMSO","14D09",-1.8172835222295,15.2480406963899,0.088877269889927,20373,26076.5,"Welch Two Sample t-test"
"MUT+DMSO","14D10",-2.4624407388729,1.20218720288375,0.210452996905319,20373,46275,"Welch Two Sample t-test"
"MUT+DMSO","14D11",-0.426158971473221,1.07701723299985,0.739462151274379,20373,27346.5,"Welch Two Sample t-test"
"MUT+DMSO","14E02",0.332579854830531,1.18912478985122,0.788497955233794,20373,16770.5,"Welch Two Sample t-test"
"MUT+DMSO","14E03",1.28152306804992,2.16120697892758,0.320271895620245,20373,13348.5,"Welch Two Sample t-test"
"MUT+DMSO","14E04",0.386036087629597,15.9708469815534,0.704563989821022,20373,19134,"Welch Two Sample t-test"
"MUT+DMSO","14E05",0.567374795519164,1.55805939824322,0.64133708232466,20373,16414,"Welch Two Sample t-test"
"MUT+DMSO","14E06",-1.3053216627893,15.5351737862157,0.2107859227296,20373,24494.5,"Welch Two Sample t-test"
"MUT+DMSO","14E07",0.808592977759984,1.17034502754826,0.550526814526251,20373,11198.5,"Welch Two Sample t-test"
"MUT+DMSO","14E08",-0.30611419462427,2.84887421567927,0.780513732996064,20373,21853.5,"Welch Two Sample t-test"
"MUT+DMSO","14E09",1.16581629689939,1.27049684077335,0.417451146745421,20373,9550.5,"Welch Two Sample t-test"
"MUT+DMSO","14E10",-1.91938074479938,2.49651880086711,0.168990303179639,20373,30173,"Welch Two Sample t-test"
"MUT+DMSO","14E11",1.74793850597501,1.49102334691816,0.26323131031336,20373,7584.5,"Welch Two Sample t-test"
"MUT+DMSO","14F02",-2.20961086721747,4.1213046240987,0.0896736842245661,20373,29888,"Welch Two Sample t-test"
"MUT+DMSO","14F03",-2.51391334450857,1.14221631760638,0.215268883667793,20373,51310,"Welch Two Sample t-test"
"MUT+DMSO","14F04",-1.36531428301786,1.07229681956807,0.391070092411143,20373,43395,"Welch Two Sample t-test"
"MUT+DMSO","14F05",-0.101517301493139,1.48447064063712,0.931120539244981,20373,21119.5,"Welch Two Sample t-test"
"MUT+DMSO","14F06",-2.05273383778815,1.64285195233088,0.203491211408839,20373,33989,"Welch Two Sample t-test"
"MUT+DMSO","14F07",0.569594673200253,1.47450467026683,0.643493669062236,20373,16151.5,"Welch Two Sample t-test"
"MUT+DMSO","14F08",0.443139062601408,1.10257401588254,0.728882923436748,20373,14035,"Welch Two Sample t-test"
"MUT+DMSO","14F09",-7.56987839360426,5.96252019394985,0.00028448717594224,20373,50330.5,"Welch Two Sample t-test"
"MUT+DMSO","14F10",-1.63189259499054,14.4973333332375,0.124227581468353,20373,25873,"Welch Two Sample t-test"
"MUT+DMSO","14F11",-0.822377674136275,1.05415728049044,0.556059961577321,20373,36294.5,"Welch Two Sample t-test"
"MUT+DMSO","14G02",-0.948589875829798,15.5611184010395,0.357329406931475,20373,23370,"Welch Two Sample t-test"
"MUT+DMSO","14G03",-1.57823551840748,2.15204529960403,0.246579709613168,20373,29044,"Welch Two Sample t-test"
"MUT+DMSO","14G04",-3.54739501592836,1.51288856703973,0.105027363051126,20373,45907.5,"Welch Two Sample t-test"
"MUT+DMSO","14G05",-0.590561025641148,1.08767039713353,0.653851155224802,20373,29463.5,"Welch Two Sample t-test"
"MUT+DMSO","14G06",-0.648783652097073,1.03774791969038,0.630391584233598,20373,35331.5,"Welch Two Sample t-test"
"MUT+DMSO","14G07",1.56128934250181,1.37123601000164,0.310470567163238,20373,7643,"Welch Two Sample t-test"
"MUT+DMSO","14G08",-0.9174056634927,1.35173581780191,0.492839851455204,20373,28016.5,"Welch Two Sample t-test"
"MUT+DMSO","14G09",-0.0224144034497557,1.2150921296128,0.985221359663549,20373,20602.5,"Welch Two Sample t-test"
"MUT+DMSO","14G10",4.8588638412475,7.85826330425734,0.00132345412908731,20373,2110,"Welch Two Sample t-test"
"MUT+DMSO","14G11",4.91092547035457,13.1298594091905,0.000276416234629426,20373,3471.5,"Welch Two Sample t-test"
"MUT+DMSO","14H02",3.91565421256497,15.380949963832,0.00131830994831869,20373,8051.5,"Welch Two Sample t-test"
"MUT+DMSO","14H03",0.22795895492115,1.12373090186144,0.854059437451315,20373,17383.5,"Welch Two Sample t-test"
"MUT+DMSO","14H04",0.0226104147191972,1.17040976325225,0.98518734425038,20373,20116.5,"Welch Two Sample t-test"
"MUT+DMSO","14H05",-1.06847836445034,1.08027296413277,0.468318239280239,20373,37518,"Welch Two Sample t-test"
"MUT+DMSO","14H06",2.43669091194512,13.0123010383082,0.0299366900020237,20373,11972.5,"Welch Two Sample t-test"
"MUT+DMSO","14H07",-0.189447714230325,1.05325632761261,0.879591785542327,20373,24070.5,"Welch Two Sample t-test"
"MUT+DMSO","14H08",-0.785197816501236,1.01373482355889,0.57478832045505,20373,50128.5,"Welch Two Sample t-test"
"MUT+DMSO","14H09",6.27198732504047,15.2720810669132,1.3778997506896e-05,20373,679.5,"Welch Two Sample t-test"
"MUT+DMSO","14H10",0.187158782339075,1.07051718287104,0.880644731850085,20373,17179.5,"Welch Two Sample t-test"
"MUT+DMSO","14H11",-0.261612240724239,1.03453440078236,0.8359858822967,20373,26672,"Welch Two Sample t-test"
"14B02","14B03",-0.314767361036683,1.82475685592796,0.785241872061227,32966,36754.5,"Welch Two Sample t-test"
"14B02","14B04",0.910874900558946,1.70717021182277,0.472308733045374,32966,25307.5,"Welch Two Sample t-test"
"14B02","14B05",2.8139078920968,1.0381007131871,0.209931925912874,32966,12883,"Welch Two Sample t-test"
"14B02","14B06",0.361793527121059,1.2238551196097,0.770005615840468,32966,24950,"Welch Two Sample t-test"
"14B02","14B07",0.475307235527951,1.26446716778355,0.70361080004857,32966,23210.5,"Welch Two Sample t-test"
"14B02","14B08",1.45789550437343,1.94833600562486,0.285320652378687,32966,17034.5,"Welch Two Sample t-test"
"14B02","14B09",1.7506260685566,1.77060567310912,0.238034262944648,32966,11087.5,"Welch Two Sample t-test"
"14B02","14B10",3.05756447086586,1.66712140924326,0.115103755692228,32966,7550.5,"Welch Two Sample t-test"
"14B02","14B11",0.928454388262086,1.36338184937127,0.487748607192287,32966,16469.5,"Welch Two Sample t-test"
"14B02","14C02",1.41106078082377,1.59887217131988,0.321500734537687,32966,12996,"Welch Two Sample t-test"
"14B02","14C03",2.18561608259291,1.9699786668533,0.162361652082434,32966,9625,"Welch Two Sample t-test"
"14B02","14C04",1.10674502134192,1.45221262775439,0.418553488470375,32966,15151,"Welch Two Sample t-test"
"14B02","14C05",2.66359929304859,1.98678010597579,0.117578059391765,32966,7358,"Welch Two Sample t-test"
"14B02","14C06",1.60612338320198,1.88329215281038,0.256977183289367,32966,14436,"Welch Two Sample t-test"
"14B02","14C07",0.501062480964991,1.25154675856702,0.690157598820994,32966,22443.5,"Welch Two Sample t-test"
"14B02","14C08",3.50290743982832,1.62321907276639,0.097309851037093,32966,4194,"Welch Two Sample t-test"
"14B02","14C09",1.23904228400703,1.73744544552593,0.356745724093105,32966,17120.5,"Welch Two Sample t-test"
"14B02","14C10",1.39823209592288,1.63975988374729,0.321284212884715,32966,13786,"Welch Two Sample t-test"
"14B02","14C11",2.00707204403389,1.9848582314861,0.18351573325046,32966,11960,"Welch Two Sample t-test"
"14B02","14D02",0.700570858685363,1.77337119058006,0.564024581246391,32966,26954,"Welch Two Sample t-test"
"14B02","14D03",-0.16178066920525,1.81637463015154,0.887658306331945,32966,34375,"Welch Two Sample t-test"
"14B02","14D04",1.8432953853803,1.98558063733901,0.20752334329998,32966,13696.5,"Welch Two Sample t-test"
"14B02","14D05",-0.505125720105437,1.02726117758825,0.700431867314221,32966,36561.5,"Welch Two Sample t-test"
"14B02","14D06",1.37090899709777,1.9932022949699,0.30435921005956,32966,19642.5,"Welch Two Sample t-test"
"14B02","14D07",3.01015768727404,1.06057707575296,0.192585885453065,32966,11364,"Welch Two Sample t-test"
"14B02","14D08",1.40157420997574,1.74677760028875,0.312364494551844,32966,15158,"Welch Two Sample t-test"
"14B02","14D09",0.973630989956431,1.00344672067602,0.50806003182515,32966,26076.5,"Welch Two Sample t-test"
"14B02","14D10",-1.08354894566402,1.7956312139517,0.402587297566974,32966,46275,"Welch Two Sample t-test"
"14B02","14D11",0.320206548448732,1.37345664871949,0.79069757936506,32966,27346.5,"Welch Two Sample t-test"
"14B02","14E02",1.29027161381193,1.76432381772959,0.340331152097785,32966,16770.5,"Welch Two Sample t-test"
"14B02","14E03",2.34029051035609,1.69678941595034,0.166242889897491,32966,13348.5,"Welch Two Sample t-test"
"14B02","14E04",1.94600477093256,1.02149556878018,0.298122969886474,32966,19134,"Welch Two Sample t-test"
"14B02","14E05",1.75539606809079,1.96952436041144,0.223212361857336,32966,16414,"Welch Two Sample t-test"
"14B02","14E06",1.19577449162662,1.00822883584447,0.442146403726394,32966,24494.5,"Welch Two Sample t-test"
"14B02","14E07",1.67462891905664,1.71420294846588,0.256118941323335,32966,11198.5,"Welch Two Sample t-test"
"14B02","14E08",1.3932915467493,1.50752951849138,0.333726059749756,32966,21853.5,"Welch Two Sample t-test"
"14B02","14E09",2.08272578593855,1.91622396416906,0.178240121555834,32966,9550.5,"Welch Two Sample t-test"
"14B02","14E10",0.34304081805637,1.589667522656,0.771479840385904,32966,30173,"Welch Two Sample t-test"
"14B02","14E11",2.62139367955359,1.99123460688347,0.120443639726731,32966,7584.5,"Welch Two Sample t-test"
"14B02","14F02",0.401524404291821,1.34076829540787,0.742662625374823,32966,29888,"Welch Two Sample t-test"
"14B02","14F03",-1.32501608970141,1.62749388245503,0.340854190665767,32966,51310,"Welch Two Sample t-test"
"14B02","14F04",-0.578897927203369,1.35242239925694,0.644154407563726,32966,43395,"Welch Two Sample t-test"
"14B02","14F05",1.21996754533887,1.99277957445519,0.347191470519194,32966,21119.5,"Welch Two Sample t-test"
"14B02","14F06",-0.111473165282825,1.93241070801315,0.921734175895443,32966,33989,"Welch Two Sample t-test"
"14B02","14F07",1.72377078163358,1.99488137056343,0.227210990831223,32966,16151.5,"Welch Two Sample t-test"
"14B02","14F08",1.20999381840072,1.48149462745814,0.384607847582824,32966,14035,"Welch Two Sample t-test"
"14B02","14F09",-2.3228668791449,1.23273580711055,0.219322477726501,32966,50330.5,"Welch Two Sample t-test"
"14B02","14F10",0.987618008695652,1.06376109856481,0.495971948208876,32966,25873,"Welch Two Sample t-test"
"14B02","14F11",-0.163381127101964,1.26880652758879,0.892336003700241,32966,36294.5,"Welch Two Sample t-test"
"14B02","14G02",1.35433297207995,1.00872602919687,0.403473769990332,32966,23370,"Welch Two Sample t-test"
"14B02","14G03",0.467414250176254,1.70022425681521,0.693158817661163,32966,29044,"Welch Two Sample t-test"
"14B02","14G04",-1.34899803343677,1.9852381693478,0.310610436389097,32966,45907.5,"Welch Two Sample t-test"
"14B02","14G05",0.210382120361166,1.41972710778167,0.859536724559174,32966,29463.5,"Welch Two Sample t-test"
"14B02","14G06",-0.0989229206802989,1.18983524955664,0.93519298964891,32966,35331.5,"Welch Two Sample t-test"
"14B02","14G07",2.45149602304829,1.99207249828304,0.13429275108477,32966,7643,"Welch Two Sample t-test"
"14B02","14G08",0.472696143603298,1.98456941918835,0.683311347264568,32966,28016.5,"Welch Two Sample t-test"
"14B02","14G09",1.02653051191023,1.82379909330521,0.421338441193226,32966,20602.5,"Welch Two Sample t-test"
"14B02","14G10",4.18547316888859,1.17328874351115,0.120711576674173,32966,2110,"Welch Two Sample t-test"
"14B02","14G11",4.08756956056278,1.083113362564,0.137890087462892,32966,3471.5,"Welch Two Sample t-test"
"14B02","14H02",3.5191196058655,1.00552211559346,0.175171448409306,32966,8051.5,"Welch Two Sample t-test"
"14B02","14H03",1.06969763561227,1.56282822883476,0.422273963383455,32966,17383.5,"Welch Two Sample t-test"
"14B02","14H04",0.988672235440372,1.71438628706275,0.441498553627912,32966,20116.5,"Welch Two Sample t-test"
"14B02","14H05",-0.263822657884836,1.38777710517413,0.825707754787421,32966,37518,"Welch Two Sample t-test"
"14B02","14H06",2.90830375448693,1.08472870997733,0.194865586632398,32966,11972.5,"Welch Two Sample t-test"
"14B02","14H07",0.433465816125645,1.26454660500386,0.727010182744183,32966,24070.5,"Welch Two Sample t-test"
"14B02","14H08",-0.446677634842751,1.07000390962962,0.728647910834265,32966,50128.5,"Welch Two Sample t-test"
"14B02","14H09",4.56234890415541,1.00380802622288,0.136657364450436,32966,679.5,"Welch Two Sample t-test"
"14B02","14H10",0.867221585333623,1.34441093063155,0.512920710687378,32966,17179.5,"Welch Two Sample t-test"
"14B02","14H11",0.25278274993457,1.1740568459838,0.837441309230108,32966,26672,"Welch Two Sample t-test"
"14B03","14B04",1.06473636989575,1.4166548109449,0.435201434361169,36754.5,25307.5,"Welch Two Sample t-test"
"14B03","14B05",2.43853590812275,1.02007813424092,0.243792052104068,36754.5,12883,"Welch Two Sample t-test"
"14B03","14B06",0.509975061861057,1.41131919786341,0.678350249133025,36754.5,24950,"Welch Two Sample t-test"
"14B03","14B07",0.627311093401165,1.47975942751061,0.613270436363296,36754.5,23210.5,"Welch Two Sample t-test"
"14B03","14B08",1.53842983171354,1.95315264018677,0.266669089497607,36754.5,17034.5,"Welch Two Sample t-test"
"14B03","14B09",1.81004740122687,1.99367491969548,0.212399599925523,36754.5,11087.5,"Welch Two Sample t-test"
"14B03","14B10",2.73535694268053,1.387130576125,0.163411978662501,36754.5,7550.5,"Welch Two Sample t-test"
