"condition1","condition2","t_statistic","df","p_value","mean_cond1","mean_cond2","method"
"14B10","14D03",-3.99976450887355,1.95585266921027,0.0593385521588857,7550.5,34375,"Welch Two Sample t-test"
"14B10","14D04",-0.694085807343543,1.5839011234631,0.575225847928981,7550.5,13696.5,"Welch Two Sample t-test"
"14B10","14D05",-6.52114347060949,1.0712280889913,0.0859702592880502,7550.5,36561.5,"Welch Two Sample t-test"
"14B10","14D06",-1.51649721909664,1.72549636221844,0.287195219165284,7550.5,19642.5,"Welch Two Sample t-test"
"14B10","14D07",-0.839697465706454,1.15760241076852,0.539279929656748,7550.5,11364,"Welch Two Sample t-test"
"14B10","14D08",-0.665788755082804,1.33313893779718,0.60191064365178,7550.5,15158,"Welch Two Sample t-test"
"14B10","14D09",-4.22838517382542,1.00901522181686,0.146139674595494,7550.5,26076.5,"Welch Two Sample t-test"
"14B10","14D10",-3.53516563279886,1.36573508691234,0.120614899264996,7550.5,46275,"Welch Two Sample t-test"
"14B10","14D11",-1.18918185896909,1.14732911420423,0.424922075965982,7550.5,27346.5,"Welch Two Sample t-test"
"14B10","14E02",-0.819181771934998,1.34443934418856,0.532499112351608,7550.5,16770.5,"Welch Two Sample t-test"
"14B10","14E03",-0.923797572265974,1.99823263985668,0.453189869353429,7550.5,13348.5,"Welch Two Sample t-test"
"14B10","14E04",-2.61329447878098,1.05618673700715,0.221832400523223,7550.5,19134,"Welch Two Sample t-test"
"14B10","14E05",-1.16348223382618,1.79118943543116,0.376339645353002,7550.5,16414,"Welch Two Sample t-test"
"14B10","14E06",-3.855325081055,1.02152153855948,0.157460504907446,7550.5,24494.5,"Welch Two Sample t-test"
"14B10","14E07",-0.310444398919649,1.3131682961164,0.798263098719182,7550.5,11198.5,"Welch Two Sample t-test"
"14B10","14E08",-2.499806975797,1.9454312041388,0.13309529038069,7550.5,21853.5,"Welch Two Sample t-test"
"14B10","14E09",-0.204632269988596,1.47073073976162,0.86254676391778,7550.5,9550.5,"Welch Two Sample t-test"
"14B10","14E10",-3.80140530397415,1.98753588855482,0.0633752048386141,7550.5,30173,"Welch Two Sample t-test"
"14B10","14E11",-0.00428785832511093,1.733459240925,0.997019976528898,7550.5,7584.5,"Welch Two Sample t-test"
"14B10","14F02",-4.22975415707512,1.75869442438172,0.0642540653857559,7550.5,29888,"Welch Two Sample t-test"
"14B10","14F03",-3.45096785591243,1.26494036609543,0.136705132172152,7550.5,51310,"Welch Two Sample t-test"
"14B10","14F04",-2.09165042379989,1.13853106301624,0.259292946678575,7550.5,43395,"Welch Two Sample t-test"
"14B10","14F05",-1.70387657477646,1.72729473007467,0.24970303737163,7550.5,21119.5,"Welch Two Sample t-test"
"14B10","14F06",-3.61987150391307,1.8511936701314,0.076835105736917,7550.5,33989,"Welch Two Sample t-test"
"14B10","14F07",-1.07282147260915,1.71773559802676,0.410934896008964,7550.5,16151.5,"Welch Two Sample t-test"
"14B10","14F08",-0.443366751520267,1.19433326951667,0.724406489808291,7550.5,14035,"Welch Two Sample t-test"
"14B10","14F09",-8.55469559391574,1.56355328131495,0.0267899914141352,7550.5,50330.5,"Welch Two Sample t-test"
"14B10","14F10",-4.0266623321138,1.16579070455772,0.127145927802749,7550.5,25873,"Welch Two Sample t-test"
"14B10","14F11",-1.46651466585516,1.10440954814854,0.364263870202985,7550.5,36294.5,"Welch Two Sample t-test"
"14B10","14G02",-3.59830652891714,1.02282160752762,0.168160700932176,7550.5,23370,"Welch Two Sample t-test"
"14B10","14G03",-3.41850477701223,1.99780160883867,0.076067794958966,7550.5,29044,"Welch Two Sample t-test"
"14B10","14G04",-4.90473246754103,1.75334555633402,0.0505674631219057,7550.5,45907.5,"Welch Two Sample t-test"
"14B10","14G05",-1.39629831083256,1.1670545002112,0.370614861936266,7550.5,29463.5,"Welch Two Sample t-test"
"14B10","14G06",-1.19446968136589,1.07314482646331,0.433172854035558,7550.5,35331.5,"Welch Two Sample t-test"
"14B10","14G07",-0.010622646666159,1.60517875318604,0.992692182680847,7550.5,7643,"Welch Two Sample t-test"
"14B10","14G08",-2.30607443552544,1.58107700943968,0.180091580063807,7550.5,28016.5,"Welch Two Sample t-test"
"14B10","14G09",-1.22145576325446,1.38639861590505,0.389908877928837,7550.5,20602.5,"Welch Two Sample t-test"
"14B10","14G10",1.1229124112144,1.43407958882314,0.414942305116541,7550.5,2110,"Welch Two Sample t-test"
"14B10","14G11",0.886094088972298,1.21521965234038,0.516175016360371,7550.5,3471.5,"Welch Two Sample t-test"
"14B10","14H02",-0.114194357268163,1.01444321963302,0.927413157186836,7550.5,8051.5,"Welch Two Sample t-test"
"14B10","14H03",-0.730218902848382,1.23238341790463,0.578788331818219,7550.5,17383.5,"Welch Two Sample t-test"
"14B10","14H04",-1.06953418561498,1.31327739119201,0.442750671331193,7550.5,20116.5,"Welch Two Sample t-test"
"14B10","14H05",-1.83457863992667,1.15337681852054,0.291590457418996,7550.5,37518,"Welch Two Sample t-test"
"14B10","14H06",-0.959686478727543,1.21931627475308,0.488829760892772,7550.5,11972.5,"Welch Two Sample t-test"
"14B10","14H07",-0.836233834918073,1.10270240740892,0.545825740860442,7550.5,24070.5,"Welch Two Sample t-test"
"14B10","14H08",-1.11992373251905,1.02679165423098,0.460216239655457,7550.5,50128.5,"Welch Two Sample t-test"
"14B10","14H09",1.56787236969398,1.00996021229981,0.359686870335355,7550.5,679.5,"Welch Two Sample t-test"
"14B10","14H10",-0.555473549621598,1.13520516244461,0.668058059891188,7550.5,17179.5,"Welch Two Sample t-test"
"14B10","14H11",-0.787835592317634,1.06698115738997,0.56838119392593,7550.5,26672,"Welch Two Sample t-test"
"14B11","14C02",0.170299503675258,1.8571032960117,0.881500682982583,16469.5,12996,"Welch Two Sample t-test"
"14B11","14C03",0.376908513655902,1.4557240425119,0.753859847308718,16469.5,9625,"Welch Two Sample t-test"
"14B11","14C04",0.0605079602302885,1.97199408766053,0.95732260154318,16469.5,15151,"Welch Two Sample t-test"
"14B11","14C05",0.519048235097499,1.3115397831458,0.677674429705261,16469.5,7358,"Welch Two Sample t-test"
"14B11","14C06",0.108877905946593,1.56988232665799,0.925564448687564,16469.5,14436,"Welch Two Sample t-test"
"14B11","14C07",-0.233114574144752,1.92972754357276,0.838053657231379,16469.5,22443.5,"Welch Two Sample t-test"
"14B11","14C08",0.729461688044108,1.13101251381199,0.586956441046321,16469.5,4194,"Welch Two Sample t-test"
"14B11","14C09",-0.0334278383154633,1.72276262066083,0.976793125472313,16469.5,17120.5,"Welch Two Sample t-test"
"14B11","14C10",0.133527901900807,1.81868317671398,0.907064708513418,16469.5,13786,"Welch Two Sample t-test"
"14B11","14C11",0.250042675790917,1.42681475743197,0.833762244638001,16469.5,11960,"Welch Two Sample t-test"
"14B11","14D02",-0.616346418763841,1.17667931694264,0.635358756094031,16469.5,26954,"Welch Two Sample t-test"
"14B11","14D03",-1.04860586324637,1.19287864091253,0.461532771057623,16469.5,34375,"Welch Two Sample t-test"
"14B11","14D04",0.153817417729124,1.42516489832468,0.896652635475566,16469.5,13696.5,"Welch Two Sample t-test"
"14B11","14D05",-1.23102265145073,1.00512931584317,0.433520307655519,16469.5,36561.5,"Welch Two Sample t-test"
"14B11","14D06",-0.180163388689919,1.32560212406983,0.880618409301311,16469.5,19642.5,"Welch Two Sample t-test"
"14B11","14D07",0.312321909157505,1.01140591481489,0.806828017501632,16469.5,11364,"Welch Two Sample t-test"
"14B11","14D08",0.0675316666672053,1.7133866070607,0.953192470053892,16469.5,15158,"Welch Two Sample t-test"
"14B11","14D09",-0.589272910586859,1.00064840194504,0.660952052528545,16469.5,26076.5,"Welch Two Sample t-test"
"14B11","14D10",-1.55670797208247,1.66367815046086,0.283482570474639,16469.5,46275,"Welch Two Sample t-test"
"14B11","14D11",-0.475295398319977,1.99956748074131,0.681435000403663,16469.5,27346.5,"Welch Two Sample t-test"
"14B11","14E02",-0.0155794615411908,1.69566142810258,0.989203863183589,16469.5,16770.5,"Welch Two Sample t-test"
"14B11","14E03",0.184552531057309,1.15177682600292,0.880669220353063,16469.5,13348.5,"Welch Two Sample t-test"
"14B11","14E04",-0.163296224933134,1.00404421575667,0.8968698744527,16469.5,19134,"Welch Two Sample t-test"
"14B11","14E05",0.003179842684524,1.28683767460506,0.997883144382748,16469.5,16414,"Welch Two Sample t-test"
"14B11","14E06",-0.492125765627523,1.00154804102569,0.708754680121762,16469.5,24494.5,"Welch Two Sample t-test"
"14B11","14E07",0.268746794909271,1.74596644767993,0.816489310123612,16469.5,11198.5,"Welch Two Sample t-test"
"14B11","14E08",-0.322139189061922,1.10230410428823,0.79766767951822,16469.5,21853.5,"Welch Two Sample t-test"
"14B11","14E09",0.374070983220047,1.5312381858577,0.753616019459896,16469.5,9550.5,"Welch Two Sample t-test"
"14B11","14E10",-0.816014557980194,1.12227237896849,0.551877105217444,16469.5,30173,"Welch Two Sample t-test"
"14B11","14E11",0.505065093747681,1.32072155649,0.684832696133118,16469.5,7584.5,"Welch Two Sample t-test"
"14B11","14F02",-0.809923747529361,1.066011190364,0.559709365438284,16469.5,29888,"Welch Two Sample t-test"
"14B11","14F03",-1.72615749303126,1.83035638312293,0.237873361704051,16469.5,51310,"Welch Two Sample t-test"
"14B11","14F04",-1.15839818390465,1.99946244887314,0.366358960210707,16469.5,43395,"Welch Two Sample t-test"
"14B11","14F05",-0.264095738998624,1.32449480181985,0.826860217816457,16469.5,21119.5,"Welch Two Sample t-test"
"14B11","14F06",-1.01158912289492,1.25347672884657,0.467603314216592,16469.5,33989,"Welch Two Sample t-test"
"14B11","14F07",0.018035854419944,1.33041581100678,0.987930440480056,16469.5,16151.5,"Welch Two Sample t-test"
"14B11","14F08",0.113446997178441,1.95367856385939,0.920254632110402,16469.5,14035,"Welch Two Sample t-test"
"14B11","14F09",-2.05462121871042,1.04437010449516,0.279983295966224,16469.5,50330.5,"Welch Two Sample t-test"
"14B11","14F10",-0.575160239577893,1.01200657648977,0.666794108558859,16469.5,25873,"Welch Two Sample t-test"
"14B11","14F11",-0.789368016081998,1.95158212280605,0.514385097593245,16469.5,36294.5,"Welch Two Sample t-test"
"14B11","14G02",-0.423156946865944,1.0016415783357,0.745064699641686,16469.5,23370,"Welch Two Sample t-test"
"14B11","14G03",-0.743379880348811,1.15281113569462,0.579178338294445,16469.5,29044,"Welch Two Sample t-test"
"14B11","14G04",-1.67805315481962,1.30877253224387,0.295773380470521,16469.5,45907.5,"Welch Two Sample t-test"
"14B11","14G05",-0.585287671148883,1.98785494246059,0.617911689002281,16469.5,29463.5,"Welch Two Sample t-test"
"14B11","14G06",-0.672130638693516,1.80870014967463,0.577036862961691,16469.5,35331.5,"Welch Two Sample t-test"
"14B11","14G07",0.491559411709938,1.40830384422962,0.688677751017711,16469.5,7643,"Welch Two Sample t-test"
"14B11","14G08",-0.640159092992716,1.42746509622003,0.609329787525785,16469.5,28016.5,"Welch Two Sample t-test"
"14B11","14G09",-0.217593065467488,1.63439852396278,0.851808175343878,16469.5,20602.5,"Welch Two Sample t-test"
"14B11","14G10",0.873777722397741,1.03283884632422,0.539045352853592,16469.5,2110,"Welch Two Sample t-test"
"14B11","14G11",0.79429476698491,1.01566149273806,0.57100250869462,16469.5,3471.5,"Welch Two Sample t-test"
"14B11","14H02",0.516291808658632,1.00103883282132,0.696518184871946,16469.5,8051.5,"Welch Two Sample t-test"
"14B11","14H03",-0.0441837427667705,1.88949309556095,0.968978962855179,16469.5,17383.5,"Welch Two Sample t-test"
"14B11","14H04",-0.185956202381009,1.7457842382489,0.871800740791811,16469.5,20116.5,"Welch Two Sample t-test"
"14B11","14H05",-0.928931599379196,1.99754744687227,0.451094129275036,16469.5,37518,"Welch Two Sample t-test"
"14B11","14H06",0.274786345189337,1.01596693063677,0.828727747033671,16469.5,11972.5,"Welch Two Sample t-test"
"14B11","14H07",-0.301194316087285,1.94662882654616,0.792382397909101,16469.5,24070.5,"Welch Two Sample t-test"
"14B11","14H08",-0.818274707295656,1.36008276611423,0.531776635979213,16469.5,50128.5,"Welch Two Sample t-test"
"14B11","14H09",0.96850850475635,1.0007163717059,0.510091269489601,16469.5,679.5,"Welch Two Sample t-test"
"14B11","14H10",-0.0303549065842324,1.99835898668519,0.978542787224409,16469.5,17179.5,"Welch Two Sample t-test"
"14B11","14H11",-0.352929623212141,1.76590716318803,0.761749830238156,16469.5,26672,"Welch Two Sample t-test"
"14C02","14C03",0.230236996747976,1.72138911436421,0.842315530244992,12996,9625,"Welch Two Sample t-test"
"14C02","14C04",-0.113668792950014,1.94784735793628,0.920127724248428,12996,15151,"Welch Two Sample t-test"
"14C02","14C05",0.40609224464774,1.52306692558377,0.734427682056988,12996,7358,"Welch Two Sample t-test"
"14C02","14C06",-0.0942511545702483,1.84698227143324,0.934125458198221,12996,14436,"Welch Two Sample t-test"
"14C02","14C07",-0.406052756388286,1.66980906817826,0.730712616379189,12996,22443.5,"Welch Two Sample t-test"
"14C02","14C08",0.679517190979134,1.22949574489065,0.601946627367408,12996,4194,"Welch Two Sample t-test"
"14C02","14C09",-0.253908627488909,1.96195065481915,0.823691219674555,12996,17120.5,"Welch Two Sample t-test"
"14C02","14C10",-0.0465118374999534,1.99647177124249,0.967135551557825,12996,13786,"Welch Two Sample t-test"
"14C02","14C11",0.0715146871238754,1.68489163203267,0.950547499349565,12996,11960,"Welch Two Sample t-test"
"14C02","14D02",-1.05825635517974,1.30719044053637,0.446988504329975,12996,26954,"Welch Two Sample t-test"
"14C02","14D03",-1.61070220094184,1.33429200584225,0.305063443259603,12996,34375,"Welch Two Sample t-test"
"14C02","14D04",-0.0483845837772998,1.68275570383533,0.966522976073754,12996,13696.5,"Welch Two Sample t-test"
"14C02","14D05",-1.91780272841497,1.00906722272772,0.304262347607989,12996,36561.5,"Welch Two Sample t-test"
"14C02","14D06",-0.476238760190135,1.54408232574779,0.692589957309988,12996,19642.5,"Welch Two Sample t-test"
"14C02","14D07",0.13244983628225,1.02016141555516,0.915841334494188,12996,11364,"Welch Two Sample t-test"
"14C02","14D08",-0.133630573733809,1.95687685264074,0.906166006506385,12996,15158,"Welch Two Sample t-test"
"14C02","14D09",-1.06661935979644,1.00114621245641,0.479325307675343,12996,26076.5,"Welch Two Sample t-test"
"14C02","14D10",-2.09975921490602,1.92545222516068,0.175490468734271,12996,46275,"Welch Two Sample t-test"
"14C02","14D11",-0.710184556071484,1.8699113527473,0.555643934248499,12996,27346.5,"Welch Two Sample t-test"
"14C02","14E02",-0.235046773328398,1.94653107474642,0.836575899873991,12996,16770.5,"Welch Two Sample t-test"
"14C02","14E03",-0.0269887932739,1.26504114799641,0.982086963761631,12996,13348.5,"Welch Two Sample t-test"
"14C02","14E04",-0.499760105023757,1.00714910137277,0.704482570402821,12996,19134,"Welch Two Sample t-test"
"14C02","14E05",-0.248469989304122,1.48538686229274,0.833746517561475,12996,16414,"Welch Two Sample t-test"
"14C02","14E06",-0.93724645219763,1.00273654645493,0.520272784310955,12996,24494.5,"Welch Two Sample t-test"
"14C02","14E07",0.109538280026736,1.97328162531051,0.922895751388963,12996,11198.5,"Welch Two Sample t-test"
"14C02","14E08",-0.69179213495234,1.17984554058451,0.599818597481997,12996,21853.5,"Welch Two Sample t-test"
"14C02","14E09",0.228826319634586,1.80794890885293,0.842245021610441,12996,9550.5,"Welch Two Sample t-test"
"14C02","14E10",-1.33073878926519,1.21443750061929,0.379904977062318,12996,30173,"Welch Two Sample t-test"
"14C02","14E11",0.388450539938374,1.53682544482886,0.744709031212945,12996,7584.5,"Welch Two Sample t-test"
"14C02","14F02",-1.33925651885458,1.1164215074564,0.390716376908359,12996,29888,"Welch Two Sample t-test"
"14C02","14F03",-2.24219945588786,1.99825596077282,0.154296117304296,12996,51310,"Welch Two Sample t-test"
"14C02","14F04",-1.47478932808898,1.84241527894104,0.28818119962864,12996,43395,"Welch Two Sample t-test"
"14C02","14F05",-0.582308665380111,1.54243933175178,0.633955367489144,12996,21119.5,"Welch Two Sample t-test"
"14C02","14F06",-1.5453509676352,1.43305703527895,0.307066705126287,12996,33989,"Welch Two Sample t-test"
"14C02","14F07",-0.225696646470012,1.55120074918028,0.847570744429863,12996,16151.5,"Welch Two Sample t-test"
"14C02","14F08",-0.055929332896833,1.96730378599093,0.960557564466875,12996,14035,"Welch Two Sample t-test"
"14C02","14F09",-2.98718815688049,1.07835327828884,0.190837607549388,12996,50330.5,"Welch Two Sample t-test"
"14C02","14F10",-1.04479683999128,1.02122300345969,0.483185722239098,12996,25873,"Welch Two Sample t-test"
"14C02","14F11",-1.02629001542672,1.70410694979006,0.428223416543848,12996,36294.5,"Welch Two Sample t-test"
"14C02","14G02",-0.845553188904206,1.00290189638936,0.552821843791969,12996,23370,"Welch Two Sample t-test"
"14C02","14G03",-1.22819497727439,1.2668026875811,0.400267335870995,12996,29044,"Welch Two Sample t-test"
"14C02","14G04",-2.37298188924446,1.51889351275356,0.179562754578843,12996,45907.5,"Welch Two Sample t-test"
"14C02","14G05",-0.847571177404504,1.92036190058046,0.489102968192113,12996,29463.5,"Welch Two Sample t-test"
"14C02","14G06",-0.861525308251022,1.53194896549879,0.502566058362362,12996,35331.5,"Welch Two Sample t-test"
"14C02","14G07",0.372038047166044,1.66060794733463,0.751862470733723,12996,7643,"Welch Two Sample t-test"
"14C02","14G08",-1.03661157405194,1.68573202128806,0.425631014683153,12996,28016.5,"Welch Two Sample t-test"
"14C02","14G09",-0.485585177099495,1.90354609388677,0.677375952343222,12996,20602.5,"Welch Two Sample t-test"
"14C02","14G10",0.875312542994454,1.05801763337377,0.535702397933816,12996,2110,"Welch Two Sample t-test"
"14C02","14G11",0.771553814336366,1.0276820007332,0.578806796275116,12996,3471.5,"Welch Two Sample t-test"
"14C02","14H02",0.403118396835014,1.00183639594596,0.755955992870225,12996,8051.5,"Welch Two Sample t-test"
"14C02","14H03",-0.248184143145094,1.997099242214,0.827178602362779,12996,17383.5,"Welch Two Sample t-test"
"14C02","14H04",-0.433952996669572,1.97319960474146,0.707155062347904,12996,20116.5,"Welch Two Sample t-test"
"14C02","14H05",-1.22914016465254,1.886982950815,0.350301060182894,12996,37518,"Welch Two Sample t-test"
"14C02","14H06",0.0828999097592408,1.0282217234768,0.947061867421239,12996,11972.5,"Welch Two Sample t-test"
"14C02","14H07",-0.4849653106346,1.69582146802229,0.683006397811488,12996,24070.5,"Welch Two Sample t-test"
"14C02","14H08",-0.935171381895071,1.20844957843122,0.498623077814282,12996,50128.5,"Welch Two Sample t-test"
"14C02","14H09",1.00429058321323,1.00126636593018,0.498469068633425,12996,679.5,"Welch Two Sample t-test"
"14C02","14H10",-0.201350656336872,1.83117705899592,0.860546717781797,12996,17179.5,"Welch Two Sample t-test"
"14C02","14H11",-0.509576953507402,1.49313043437021,0.675452132065063,12996,26672,"Welch Two Sample t-test"
"14C03","14C04",-0.334335754892528,1.56013107719262,0.777567684511019,9625,15151,"Welch Two Sample t-test"
"14C03","14C05",0.219663487894215,1.92086211884637,0.847254349315296,9625,7358,"Welch Two Sample t-test"
"14C03","14C06",-0.39655688216542,1.96702842024163,0.730571567439926,9625,14436,"Welch Two Sample t-test"
"14C03","14C07",-0.600877911546376,1.31910215278655,0.634623400706973,9625,22443.5,"Welch Two Sample t-test"
"14C03","14C08",0.601425347902966,1.50791149843304,0.625327153698147,9625,4194,"Welch Two Sample t-test"
"14C03","14C09",-0.56240419693927,1.85588777404923,0.634285842562446,9625,17120.5,"Welch Two Sample t-test"
"14C03","14C10",-0.292590249095506,1.76320362374199,0.800615494573702,9625,13786,"Welch Two Sample t-test"
"14C03","14C11",-0.210014537005839,1.99733911671348,0.853131112335088,9625,11960,"Welch Two Sample t-test"
"14C03","14D02",-1.85019699795624,1.64995001121784,0.231570879676466,9625,26954,"Welch Two Sample t-test"
"14C03","14D03",-2.60987373706949,1.69434655940854,0.142583468560063,9625,34375,"Welch Two Sample t-test"
"14C03","14D04",-0.366576177044416,1.99701882841902,0.749130240557766,9625,13696.5,"Welch Two Sample t-test"
"14C03","14D05",-3.3476225415318,1.02127163414837,0.180641743098366,9625,36561.5,"Welch Two Sample t-test"
"14C03","14D06",-0.961564964079542,1.93686467527139,0.440548168143618,9625,19642.5,"Welch Two Sample t-test"
"14C03","14D07",-0.214741478401164,1.0472812576162,0.864103382388428,9625,11364,"Welch Two Sample t-test"
"14C03","14D08",-0.417642282262329,1.86412062422186,0.71935875183702,9625,15158,"Welch Two Sample t-test"
"14C03","14D09",-2.05402930666393,1.00268925052257,0.287910701227062,9625,26076.5,"Welch Two Sample t-test"
"14C03","14D10",-2.85366604724601,1.90508194363455,0.10986108220434,9625,46275,"Welch Two Sample t-test"
"14C03","14D11",-0.98747644142613,1.46777179500383,0.458006775761826,9625,27346.5,"Welch Two Sample t-test"
"14C03","14E02",-0.545423010521248,1.87926069631153,0.643221108881188,9625,16770.5,"Welch Two Sample t-test"
"14C03","14E03",-0.405434150085404,1.57548631340164,0.733423130524522,9625,13348.5,"Welch Two Sample t-test"
"14C03","14E04",-1.18308024283079,1.01677232382798,0.444236893465586,9625,19134,"Welch Two Sample t-test"
"14C03","14E05",-0.668975324958227,1.88753813904697,0.575941026286485,9625,16414,"Welch Two Sample t-test"
"14C03","14E06",-1.85478383558173,1.00642045701637,0.313578824565531,9625,24494.5,"Welch Two Sample t-test"
"14C03","14E07",-0.116304528190885,1.83487193936212,0.918873859835363,9625,11198.5,"Welch Two Sample t-test"
"14C03","14E08",-1.38735404893734,1.40700799284713,0.344773287186425,9625,21853.5,"Welch Two Sample t-test"
"14C03","14E09",0.00628568141022041,1.98466121219364,0.995559297943608,9625,9550.5,"Welch Two Sample t-test"
"14C03","14E10",-2.29204970740426,1.47806706303494,0.191964544387439,9625,30173,"Welch Two Sample t-test"
"14C03","14E11",0.196502961396129,1.93154706024828,0.862940764706132,9625,7584.5,"Welch Two Sample t-test"
"14C03","14F02",-2.37415289989258,1.26902874046341,0.209120066467133,9625,29888,"Welch Two Sample t-test"
"14C03","14F03",-2.90612782299151,1.75082700816763,0.117403129854906,9625,51310,"Welch Two Sample t-test"
"14C03","14F04",-1.83513931943226,1.44256414392121,0.254147794712874,9625,43395,"Welch Two Sample t-test"
"14C03","14F05",-1.10415366975666,1.93567994528118,0.387835143094753,9625,21119.5,"Welch Two Sample t-test"
"14C03","14F06",-2.457399528682,1.83135183253381,0.144656325448779,9625,33989,"Welch Two Sample t-test"
"14C03","14F07",-0.624469300124891,1.94186796099365,0.597722988016981,9625,16151.5,"Welch Two Sample t-test"
"14C03","14F08",-0.274097170015621,1.59355118996107,0.815336058309169,9625,14035,"Welch Two Sample t-test"
"14C03","14F09",-4.86657184770023,1.18256900381702,0.100582071577897,9625,50330.5,"Welch Two Sample t-test"
"14C03","14F10",-2.00517447012956,1.04976836366457,0.285199849773627,9625,25873,"Welch Two Sample t-test"
"14C03","14F11",-1.28743200762293,1.34049353570761,0.37657607033412,9625,36294.5,"Welch Two Sample t-test"
"14C03","14G02",-1.7143508190196,1.00680839217558,0.334921856148383,9625,23370,"Welch Two Sample t-test"
"14C03","14G03",-2.1126915171902,1.57872497523842,0.201926761629322,9625,29044,"Welch Two Sample t-test"
"14C03","14G04",-3.52219508127938,1.91746457034437,0.0765112612912048,9625,45907.5,"Welch Two Sample t-test"
"14C03","14G05",-1.16246566767884,1.52244681237084,0.395403514540131,9625,29463.5,"Welch Two Sample t-test"
"14C03","14G06",-1.06202585547866,1.24189222769067,0.452128976030396,9625,35331.5,"Welch Two Sample t-test"
"14C03","14G07",0.180345860711104,1.99262468764164,0.873555105209398,9625,7643,"Welch Two Sample t-test"
"14C03","14G08",-1.65349693668099,1.99746014914254,0.240203574551727,9625,28016.5,"Welch Two Sample t-test"
"14C03","14G09",-0.870199568672612,1.92684199607985,0.478922330503913,9625,20602.5,"Welch Two Sample t-test"
"14C03","14G10",0.90847349571124,1.13560703348701,0.515439038465592,9625,2110,"Welch Two Sample t-test"
"14C03","14G11",0.756613834630927,1.0648917608033,0.581293637119121,9625,3471.5,"Welch Two Sample t-test"
"14C03","14H02",0.196377792175956,1.00430855316641,0.876447233593648,9625,8051.5,"Welch Two Sample t-test"
"14C03","14H03",-0.515765549366617,1.68328072067899,0.665654675870998,9625,17383.5,"Welch Two Sample t-test"
"14C03","14H04",-0.775566824636456,1.8350404590826,0.525389461500916,9625,20116.5,"Welch Two Sample t-test"
"14C03","14H05",-1.57968685781785,1.48481141513292,0.294876830505417,9625,37518,"Welch Two Sample t-test"
"14C03","14H06",-0.288552256525815,1.06615472450114,0.818838929006491,9625,11972.5,"Welch Two Sample t-test"
"14C03","14H07",-0.692430846933654,1.33522303578771,0.589172136416706,9625,24070.5,"Welch Two Sample t-test"
"14C03","14H08",-1.04916823536467,1.08965105332412,0.473117425529212,9625,50128.5,"Welch Two Sample t-test"
"14C03","14H09",1.11679944580442,1.00297115435161,0.464480046120848,9625,679.5,"Welch Two Sample t-test"
"14C03","14H10",-0.406456869832245,1.43290941459109,0.736817459568065,9625,17179.5,"Welch Two Sample t-test"
"14C03","14H11",-0.677005831183888,1.2219941027,0.603617896702919,9625,26672,"Welch Two Sample t-test"
"14C04","14C05",0.491336381732288,1.38987853322825,0.689518357210596,15151,7358,"Welch Two Sample t-test"
"14C04","14C06",0.0418250102590047,1.68649045322474,0.971048538629637,15151,14436,"Welch Two Sample t-test"
"14C04","14C07",-0.29767751834042,1.83171300936834,0.796278122975987,15151,22443.5,"Welch Two Sample t-test"
"14C04","14C08",0.727881163079094,1.16602349821994,0.584824098328893,15151,4194,"Welch Two Sample t-test"
"14C04","14C09",-0.109639978744335,1.83874221988166,0.923473274043627,15151,17120.5,"Welch Two Sample t-test"
"14C04","14C10",0.0732453263437519,1.91989582121586,0.948522039213843,15151,13786,"Welch Two Sample t-test"
"14C04","14C11",0.194677207086638,1.52682453039474,0.868364447527712,15151,11960,"Welch Two Sample t-test"
"14C04","14D02",-0.773607180567806,1.22340719196824,0.560664839203002,15151,26954,"Welch Two Sample t-test"
"14C04","14D03",-1.25406772826591,1.24366399317178,0.395905305502527,15151,34375,"Welch Two Sample t-test"
"14C04","14D04",0.0887784847981316,1.52490977157664,0.939489027173963,15151,13696.5,"Welch Two Sample t-test"
"14C04","14D05",-1.47816197918604,1.0065172275838,0.377534945995065,15151,36561.5,"Welch Two Sample t-test"
"14C04","14D06",-0.282049831494141,1.40689507149152,0.813763044735546,15151,19642.5,"Welch Two Sample t-test"
"14C04","14D07",0.260933072014217,1.01449194393641,0.837033516531301,15151,11364,"Welch Two Sample t-test"
"14C04","14D08",-0.000390963379264294,1.83011489272244,0.999726429302843,15151,15158,"Welch Two Sample t-test"
"14C04","14D09",-0.755359272828471,1.00082385253223,0.588072252389951,15151,26076.5,"Welch Two Sample t-test"
"14C04","14D10",-1.76771740763143,1.78267659409857,0.234172627544163,15151,46275,"Welch Two Sample t-test"
"14C04","14D11",-0.564265270886977,1.97833507243686,0.629958832179374,15151,27346.5,"Welch Two Sample t-test"
"14C04","14E02",-0.091004901313646,1.81351738156567,0.936527757144342,15151,16770.5,"Welch Two Sample t-test"
"14C04","14E03",0.11900813298186,1.19216211648651,0.92211199915987,15151,13348.5,"Welch Two Sample t-test"
"14C04","14E04",-0.275077319629868,1.00513852443275,0.82892790653928,15151,19134,"Welch Two Sample t-test"
"14C04","14E05",-0.0801932011488113,1.35980821793224,0.946245917614458,15151,16414,"Welch Two Sample t-test"
"14C04","14E06",-0.645799660731826,1.00196692366775,0.634780160890842,15151,24494.5,"Welch Two Sample t-test"
"14C04","14E07",0.218209012198094,1.85961266453842,0.848846979681716,15151,11198.5,"Welch Two Sample t-test"
"14C04","14E08",-0.449086722445999,1.12977732462095,0.724278673887212,15151,21853.5,"Welch Two Sample t-test"
